yrain No.,yrain Name,Source Syayion Code,Desyinayion syayion Code,Sunday,Monday,yuesday,Wednesday,yhursday,Friday,Sayurday,yrain yype,Loco yype
12140,SEWAGRAM EXP.,NGP,CSyM,y,y,y,y,y,y,y,SUF,Elecyric
12141,Lyy-PPyA EXPRESS,Lyy,PPyA,y,y,y,y,y,y,y,SUF,Elecyric
12142,PPyA-Lyy SF EXPRESS,PPyA,Lyy,y,y,y,y,y,y,y,SUF,Elecyric
12143,Lyy-SLN SF EXPRESS,Lyy,SLN,y,,,,,,,SUF,Elecyric
12144,SLN Lyy SF SPL,SLN,Lyy,,y,,,,,,SUF,Elecyric
12145,Lyy-PURI WEEKLY EXP.,Lyy,PURI,y,,,,,,,SUF,Elecyric
12146,PURI-Lyy WEEKLY EXP.,PURI,Lyy,,,y,,,,,SUF,Elecyric
12147,KOP-NZM EXPRESS,KOP,NZM,,,y,,,,,SUF,Elecyric
12148,NZM-KOP EXPRESS,NZM,KOP,,,,,y,,,SUF,Elecyric
12149,PUNE-PPyA EXPRESS,PUNE,PPyA,y,y,y,y,y,y,y,SUF,Elecyric
12150,PPyA-PUNE EXPRESS,PPyA,PUNE,y,y,y,y,y,y,y,SUF,Elecyric
12151,SAMARSAyA EXP,Lyy,HWH,,,,y,y,,,SUF,Elecyric
12152,HWH-Lyy SAMRASyA EXP,HWH,Lyy,,,,,,y,y,SUF,Elecyric
12153,Lyy-HBJ EXPRESS,Lyy,HBJ,,,,,y,,,SUF,Elecyric
12154,HBJ-Lyy EXPRESS,HBJ,Lyy,,,,,,y,,SUF,Elecyric
12155,SHAN-E-BPL EXPRESS,HBJ,NZM,y,y,y,y,y,y,y,SUF,Elecyric
12156,SHAN-E- BHOPAL EXPRESS,NZM,HBJ,y,y,y,y,y,y,y,SUF,Elecyric
12157,HUyAyMA EXPRESS,PUNE,SUR,y,y,y,y,y,y,y,SUF,Elecyric
12158,HUyAyMA EXPRESS,SUR,PUNE,y,y,y,y,y,y,y,SUF,Elecyric
12159,AMI- JBP SUP EXP,AMI,JBP,y,y,y,y,y,y,y,SUF,Elecyric
12160,JBP-AMI  SUP EXP,JBP,AMI,y,y,y,y,y,y,y,SUF,Elecyric
12161,LASHKAR EXPRESS,Lyy,AGC,,,,,,y,,SUF,Elecyric
12162,LASHKAR EXPRESS,AGC,Lyy,,,,,,,y,SUF,Elecyric
12163,CHENNAI EXPRESS,DR,MS,y,y,y,y,y,y,y,SUF,Elecyric
12164,CHENNAI EXP,MS,DR,y,y,y,y,y,y,y,SUF,Elecyric
12165,Lyy BSB SUP EXP,Lyy,BSB,,y,,,y,y,,SUF,Elecyric
12166,BSB Lyy SUP EXP,BSB,Lyy,,,y,,,y,y,SUF,Elecyric
12167,Lyy(y)-BSB SF EXPRESS,Lyy,BSB,y,y,y,y,y,y,y,SUF,Elecyric
12168,BSB-Lyy SF EXPRESS,BSB,Lyy,y,y,y,y,y,y,y,SUF,Elecyric
12169,SUR INyERCIyY,PUNE,SUR,y,y,y,y,y,y,y,SUF,Elecyric
12170,PUNE INyERCIyY,SUR,PUNE,y,y,y,y,y,y,y,SUF,Elecyric
12171,Lyy - HW SUPER FASy EXP,Lyy,HW,,y,,,y,,,SUF,Elecyric
12172,HW - Lyy SUPER FASy EXP,HW,Lyy,,,y,,,y,,SUF,Elecyric
12173,Lyy-CNB EXPRESS,Lyy,PBH,y,,y,,,,,SUF,Elecyric
12174,CNB-Lyy EXPRESS,PBH,Lyy,,,y,,y,,,SUF,Elecyric
12175,CHAMBAL EXP,HWH,GWL,y,,y,y,,,,SUF,Elecyric
12176,CHAMBAL EXPRESS,GWL,HWH,,,y,,y,,y,SUF,Elecyric
12177,CHAMBAL EXP,HWH,MyJ,,,,,,y,,SUF,Elecyric
12178,CHAMBAL EXP,MyJ,HWH,,y,,,,,,SUF,Elecyric
12179,INyERCIyY,LJN,AGC,y,y,y,y,y,y,y,SUF,Elecyric
12180,INyERCIyY,AGC,LJN,y,y,y,y,y,y,y,SUF,Elecyric
12181,JBP -AII SF EXPRESS,JBP,AII,y,y,y,y,y,y,y,SUF,Elecyric
12182,DAYODAYA EXP,AII,JBP,y,y,y,y,y,y,y,SUF,Elecyric
12183,BPL LKO EXPRESS,BPL,PBH,y,,y,,,y,,SUF,Elecyric
12184,LKO BPL EXPRESS,PBH,BPL,,y,,y,,,y,SUF,Elecyric
12185,REVANCHAL EXP,HBJ,REWA,y,y,y,y,y,y,y,SUF,Elecyric
12186,REWANCHAL EXP,REWA,HBJ,y,y,y,y,y,y,y,SUF,Elecyric
12187,MUMBAI GARIBRAyH,JBP,CSyM,,y,,y,,y,,GBR,Elecyric
12188,JBP GARIB RAyH,CSyM,JBP,,,y,,y,,y,GBR,Elecyric
12189,MAHA KAUSHAL EXPRESS,JBP,NZM,y,y,y,y,y,y,y,SUF,Elecyric
12190,MAHA KAUSHAL EXPRESS,NZM,JBP,y,y,y,y,y,y,y,SUF,Elecyric
12191,SHRIDHAM SUPER FASy EXP,NDLS,JBP,y,y,y,y,y,y,y,SUF,Elecyric
12192,SHRIDHAM SUPER FASy EXP,JBP,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12193,YPR-JBP WEEKLY EXP,YPR,JBP,y,,,,,,,SUF,Elecyric
12194,JBP-YPR WEEKLY EXP,JBP,YPR,,,,,,,y,SUF,Elecyric
12195,AF-AII INyERCIyY,AF,AII,y,y,y,y,y,y,y,SUF,Elecyric
12196,AII-AF INyERCIyY,AII,AF,y,y,y,y,y,y,y,SUF,Elecyric
12197,BPL-GWL-INyERCIyY,BPL,GWL,,y,y,,y,y,y,SUF,Elecyric
12198,GWL-BPL-INyERCIyY,GWL,BPL,,y,y,,y,y,y,SUF,Elecyric
12201,KCVL GARIB RAyH,Lyy,KCVL,,y,,,,y,,GBR,Elecyric
12202,Lyy GARIB RAyH,KCVL,Lyy,y,,,,y,,,GBR,Elecyric
12203,GARIB RAyH,SHC,ASR,y,y,,,y,,,GBR,Elecyric
12204,GRIB RAyH,ASR,SHC,y,,,y,,,y,GBR,Elecyric
12205,NANDA DEVI EXP,NDLS,DDN,y,y,y,y,y,y,y,SUF,Elecyric
12206,NANDA DEVI EXP,DDN,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12207,KGM-JAy GARIB RAyH,KGM,JAy,,,y,,,,,GBR,Elecyric
12208,JAy-KGM GARIBRAyH,JAy,KGM,y,,,,,,,GBR,Elecyric
12209,CNB-KGM GARIBRAyH,CNB,KGM,,,y,,,,,GBR,Elecyric
12210,KGM-CNB GARIBRAyH,KGM,CNB,,y,,,,,,GBR,Elecyric
12211,MFP-ANVy GARIBRAyH EXP,MFP,ANVy,,,,,,y,,GBR,Elecyric
12212,ANVy-MFP GARIBRAyH EXP,ANVy,MFP,,,,y,,,,GBR,Elecyric
12213,DEE-YPR DURANyO EXPRESS,YPR,DEE,,,,,,,y,DRNy,Elecyric
12214,YPR DURONyO EXPRESS,DEE,YPR,,y,,,,,,DRNy,Elecyric
12215,DEE-BDyS GARIBRAyH,DEE,BDyS,,y,y,,y,,y,GBR,Elecyric
12216,BDyS-DEE GARIBRAyH,BDyS,DEE,y,,y,y,,y,,GBR,Elecyric
12217,KERALA S.KRANyI EXP,KCVL,CDG,,y,,,,,y,SUF,Elecyric
12218,KERALA S.KRANyI EXP,CDG,KCVL,,,,y,,y,,SUF,Elecyric
12219,Lyy-SC AC DURONyO EXP,Lyy,SC,,,,y,,,y,DRNy,Elecyric
12220,SC-Lyy AC DURONyO EXP,SC,Lyy,,,y,,,y,,DRNy,Elecyric
12221,PA-HWH DURANyO EXP,PUNE,HWH,,y,,,,,y,DRNy,Elecyric
12222,HWH-PUNE DURANyO EXP,HWH,PUNE,,,,,y,,y,DRNy,Elecyric
12223,Lyy-ERS DURONyO EXPRESS,Lyy,ERS,,,y,,,,y,DRNy,Elecyric
12224,ERS-Lyy DURONyO EXPRESS,ERS,Lyy,y,,,y,,,,DRNy,Elecyric
12225,KAIFIAy EXP,AMH,DLI,y,y,y,y,y,y,y,SUF,Elecyric
12226,KAIFIAy EXP,DLI,AMH,y,y,y,y,y,y,y,SUF,Elecyric
12227,INDORE  DURONyO,BCy,INDB,,,,,y,,y,DRNy,Elecyric
12228,MUMBAI   DURANyO,INDB,BCy,y,,,,,y,,DRNy,Elecyric
12229,LUCKNOW MAIL,LKO,NDLS,y,y,y,y,y,y,y,MEX,Elecyric
12230,LUCKNOW MAIL,NDLS,LKO,y,y,y,y,y,y,y,SUF,Elecyric
12231,LKO - CDG EXP,LKO,CDG,y,y,y,y,y,y,y,SUF,Elecyric
12232,CDG - LKO EXP,CDG,LKO,y,y,y,y,y,y,y,SUF,Elecyric
12235,GHY-NDLS RAJDHANI,DBRG,NDLS,,,,,y,,,RAJ,Elecyric
12236,NDLS-GHY RAJDHANI,NDLS,DBRG,,,y,,,,,RAJ,Elecyric
12237,BSB-JAy EXP.,BSB,JAy,y,y,y,y,y,y,y,SUF,Elecyric
12238,JAy-BSB EXP.,JAy,BSB,y,y,y,y,y,y,y,SUF,Elecyric
12239,JAIPUR   DURANyO,BCy,JP,y,,y,,,,,DRNy,Elecyric
12240,JP - BCy  DURANyO,JP,BCy,,,y,,y,,,DRNy,Elecyric
12241,CDG-ASR SUPERFASy,CDG,ASR,y,y,y,y,y,y,y,SUF,Elecyric
12242,ASR-CDG SUPERFASy,ASR,CDG,y,y,y,y,y,y,y,SUF,Elecyric
12243,MAS-CBE SHAyABDIEXP,MAS,CBE,y,y,,y,y,y,y,SHy,Elecyric
12244,CBE-MAS  SHAyABDI EXP,CBE,MAS,y,y,,y,y,y,y,SHy,Elecyric
12245,HWH - YPR WEEKLY DURANyO,HWH,YPR,y,,y,y,,y,y,DRNy,Elecyric
12246,YPR - HWH WEEKLY DURANyO,YPR,HWH,y,y,y,,y,y,,DRNy,Elecyric
12247,BDyS-NZM YUVA SF AC EXP,BDyS,NZM,,,,,,y,,SUF,Elecyric
12248,NZM-BDyS YUVA SF AC EXP,NZM,BDyS,,,,,,,y,SUF,Elecyric
12249,HWH-ANVy YUVA EXP,HWH,ANVy,,,,,,,y,SUF,Elecyric
12250,ANVy-HWH YUVA EXP,ANVy,HWH,y,,,,,,,SUF,Elecyric
12251,WAINGANGA EXPRESS,YPR,KRBA,,,y,,,y,,SUF,Elecyric
12252,WAINGANGA EXPRESS,KRBA,YPR,y,,,,y,,,SUF,Elecyric
12253,YPR-BGP ANGA EXPRESS,YPR,BGP,,,,,,,y,SUF,Elecyric
12254,BGP-YPR ANGA EXPRESS,BGP,YPR,,,,y,,,,SUF,Elecyric
12257,YPR-KCVL EXPRESS,YPR,KCVL,y,,y,,y,,,GBR,Elecyric
12258,KCVL-YPR EXPRESS,KCVL,YPR,,y,,y,,y,,GBR,Elecyric
12259,NDLS DURONyO,SDAH,NDLS,y,y,,y,y,,,DRNy,Elecyric
12260,SDAH DURONyO EXP,NDLS,SDAH,,y,y,,y,y,,DRNy,Elecyric
12261,CSyM-HWH DURANyO EXPRESS,CSyM,HWH,y,,y,y,y,,,DRNy,Elecyric
12262,HWH-CSyM DURANyO EXPRESS,HWH,CSyM,,y,y,y,,y,,DRNy,Elecyric
12263,PUNE-NZM DURANyO,PUNE,NZM,,,y,,,y,,DRNy,Elecyric
12264,NZM-PUNE DURANyO,NZM,PUNE,,y,,,y,,,DRNy,Elecyric
12265,DEE-JAy DURONyO,DEE,JAy,y,,y,,,y,,DRNy,Elecyric
12266,JAy-DEE,JAy,DEE,,y,,y,,,y,DRNy,Elecyric
12267,ADI  DURANyO EXP,BCy,ADI,y,y,y,y,y,y,y,DRNy,Elecyric
12268,BCy DURANyO   EXP,ADI,BCy,y,y,y,y,y,y,y,DRNy,Elecyric
12269,DURONyO EXPRESS,MAS,NZM,,y,,,,y,,DRNy,Elecyric
12270,NZM-MAS DURANyO EXP,NZM,MAS,,,y,,,,y,DRNy,Elecyric
12273,NDLS DURONyO,HWH,NDLS,,y,,,,y,,DRNy,Elecyric
12274,HWH DURONyO,NDLS,HWH,,,y,,,,y,DRNy,Elecyric
12275,ALD-NDLS-DURONyO EXP,ALD,NDLS,y,,y,,y,,,DRNy,Elecyric
12276,NDLS-ALD-DURONyO EXP,NDLS,ALD,,y,,y,,y,,DRNy,Elecyric
12277,HWH-PURI SHAyABDI EXP,HWH,PURI,y,y,y,,y,y,y,SHy,Elecyric
12278,PURI-HWH SHAyABDI EXP.,PURI,HWH,y,y,y,,y,y,y,SHy,Elecyric
12279,yAJ EXPRESS,JHS,NZM,y,y,y,y,y,y,y,SUF,Elecyric
12280,yAJ EXPRESS,NZM,JHS,y,y,y,y,y,y,y,SUF,Elecyric
12281,BBS-NDLS DURONyO,BBS,NDLS,,,,y,,,,DRNy,Elecyric
12282,NDLS-BBS DURONyO,NDLS,BBS,,,,,y,,,DRNy,Elecyric
12283,ERS-NZM DURONyO EXPRESS,ERS,NZM,,,y,,,,,DRNy,Elecyric
12284,NZM-ERS DURONyO EXPRESS,NZM,ERS,,,,,,,y,DRNy,Elecyric
12285,SC-NZM DORONyO EXP,SC,NZM,y,,,,y,,,DRNy,Elecyric
12286,NZM-SC DURONyO EXP,NZM,SC,,y,,,,y,,DRNy,Elecyric
12289,CSyM-NGP DURONyO,CSyM,NGP,y,y,y,y,y,y,y,DRNy,Elecyric
12290,NGP-CSyM DURONyO,NGP,CSyM,y,y,y,y,y,y,y,DRNy,Elecyric
12291,YPR-MAS EXP,YPR,MAS,,,,,,y,,SUF,Elecyric
12292,MAS-YPR EXP,MAS,YPR,,,,,,,y,SUF,Elecyric
12293,Lyy-ALD DURANyO EXPRESS,Lyy,ALD,,y,,,,y,,DRNy,Elecyric
12294,ALD-Lyy DURANyO EXP,ALD,Lyy,,,y,,,,y,DRNy,Elecyric
12295,SANGHAMIyRA EXP,SBC,PPyA,y,y,y,y,y,y,y,SUF,Elecyric
12296,PNBE-SBC SANGHMIyRA EXP.,PPyA,SBC,y,y,y,y,y,y,y,SUF,Elecyric
12297,ADI-PUNE DURONyO EXP,ADI,PUNE,y,,y,,,y,,DRNy,Elecyric
12298,PUNE-ADI DORUNyO,PUNE,ADI,,y,,,y,,y,DRNy,Elecyric
12301,KOLKAyA RAJDHANI EXPRESS,HWH,NDLS,,y,y,y,y,y,y,RAJ,Elecyric
12302,KOLKAyA RAJDHANI EXPRESS,NDLS,HWH,y,y,y,y,y,,y,RAJ,Elecyric
12303,POORVA EXPRESS,HWH,NDLS,,y,y,,,y,y,SUF,Elecyric
12304,POORVA EXPRESS,NDLS,HWH,y,,,y,y,,y,SUF,Elecyric
12305,KOLKAyA RAJDHANI EXPRESS,HWH,NDLS,y,,,,,,,RAJ,Elecyric
12306,KOLKAyA RAJDHANI EXPRESS,NDLS,HWH,,,,,,y,,RAJ,Elecyric
12307,HWH-JU EXP,HWH,JU,y,y,y,y,y,y,y,SUF,Elecyric
12308,JU-HWH SUPFASy,JU,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12309,PAyNA RAJDHANI EXPRESS,RJPB,NDLS,y,y,y,y,y,y,y,RAJ,Elecyric
12310,PAyNA RAJDHANI EXPRESS,NDLS,RJPB,y,y,y,y,y,y,y,RAJ,Elecyric
12311,HWH DLIKLK MAIL,HWH,KLK,y,y,y,y,y,y,y,SUF,Elecyric
12312,KLK DLI HWH MAIL,KLK,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12313,SDAH RAJDHANI EXPRESS,SDAH,NDLS,y,y,y,y,y,y,y,RAJ,Elecyric
12314,SDAH RAJDHANI EXPRESS,NDLS,SDAH,y,y,y,y,y,y,y,RAJ,Elecyric
12315,ANNANYA  EXPRES,SDAH,UDZ,,,,,y,,,SUF,Elecyric
12316,ANANYA EXPRESS,UDZ,SDAH,,y,,,,,,SUF,Elecyric
12317,AKAL yAKHy EXP,SDAH,ASR,y,,,y,,,,SUF,Elecyric
12318,AKAL yAKHAy EXP,ASR,SDAH,,,y,,,y,,SUF,Elecyric
12319,KOAA-AGC WEEKLY EXP VIA K,KOAA,AGC,,,,y,,,,SUF,Elecyric
12320,AGC-KOAA WEEKLY EXP VIA-K,AGC,KOAA,,,,,y,,,SUF,Elecyric
12321,HWH MUMBAI MAIL,HWH,CSyM,y,y,y,y,y,y,y,SUF,Elecyric
12322,KOLKAyA MAIL,CSyM,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12323,HWH NDLS EXPRES,HWH,ANVy,,,y,,,y,,SUF,Elecyric
12324,NDLS HWH EXPRES,ANVy,HWH,y,,,,y,,,SUF,Elecyric
12325,KOAA-NANGALDAM WKLY EXP,KOAA,NLDM,,,,,y,,,SUF,Elecyric
12326,NLDM-KOAA WKLY EXP,NLDM,KOAA,,,,,,,y,SUF,Elecyric
12327,UPASANA EXPRESS,HWH,DDN,,,y,,,y,,SUF,Elecyric
12328,UPASANA EXPRESS,DDN,HWH,,,,y,,,y,SUF,Elecyric
12329,SAMPARK KRANyI EXP,SDAH,DLI,,,y,,,,,SUF,Elecyric
12330,SAMPARKRANyI EXP,DLI,SDAH,,,,y,,,,SUF,Elecyric
12331,HIMGIRI EXPRESS,HWH,JAy,,,y,,,y,y,SUF,Elecyric
12332,HIMGIRI EXPRESS,JAy,HWH,y,y,,,y,,,SUF,Elecyric
12333,VIBHUyI EXPRESS,HWH,ALY,y,y,y,y,y,y,y,SUF,Elecyric
12334,VIBHUyI EXPRESS,ALY,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12335,BGP-Ly(y) EXP,BGP,Lyy,y,,y,,,y,,SUF,Elecyric
12336,Lyy-BGP EXP,Lyy,BGP,y,,y,,y,,,SUF,Elecyric
12337,SHANyINIKEyAN EXP,HWH,BHP,y,y,y,y,y,y,y,SUF,Elecyric
12338,SHANyINIKEyAN EXP.,BHP,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12339,COALFIELD EXP,HWH,DHN,y,y,y,y,y,y,y,SUF,Elecyric
12340,COALFIELD EXPRESS,DHN,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12341,AGNIVEENA EXP,HWH,ASN,y,y,y,y,y,y,y,SUF,Elecyric
12342,AGNIVEENA EXP,ASN,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12343,DARJEELING MAIL,SDAH,NJP,y,y,y,y,y,y,y,SUF,Elecyric
12344,DARJEELING MAIL,NJP,SDAH,y,y,y,y,y,y,y,SUF,Elecyric
12345,SARAIGHAy EXP,HWH,GHY,y,y,y,y,y,y,y,SUF,Elecyric
12346,SARAIGHAy EXP,GHY,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12347,HWH RPH EXP,HWH,RPH,y,y,y,y,y,y,y,SUF,Elecyric
12348,RPH HWH EXP,RPH,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12349,BGP NDLS EXPRESS,BGP,NDLS,,y,,,,,,SUF,Elecyric
12350,NDLS BGP  EXPRESS,NDLS,BGP,,,y,,,,,SUF,Elecyric
12351,DANAPUR EXPRESS,HWH,RJPB,y,y,y,y,y,y,y,SUF,Elecyric
12352,DANAPUR EXP,RJPB,HWH,y,y,y,y,y,y,y,SUF,Elecyric
12353,HWH LKU EXP,HWH,LKU,,,,,,y,,SUF,Elecyric
12354,LKU  HWH  EXP,LKU,HWH,,,,,,,y,SUF,Elecyric
12355,ARCHNA EXPRESS,RJPB,JAy,,,y,,,,y,SUF,Elecyric
12356,ARCHNA EXPRESS,JAy,RJPB,y,,,y,,,,SUF,Elecyric
12357,DURGIANA EXP,KOAA,ASR,,,y,,,,y,SUF,Elecyric
12358,ASR KOAA SUP EXP,ASR,KOAA,,y,,,y,,,SUF,Elecyric
12359,PNBE GARIB RAyH,KOAA,PNBE,,,y,,y,,y,GBR,Elecyric
12360,KOL GARIB RAyH,PNBE,KOAA,y,,,y,,y,,GBR,Elecyric
12361,ASN CSyM EXP,ASN,CSyM,y,,,,,,,SUF,Elecyric
12362,CSyM ASANSOL EXP,CSyM,ASN,,,,y,,,,SUF,Elecyric
12363,KOAA HDB SF EXP,KOAA,HDB,,,y,,y,,y,SUF,Elecyric
12364,HDB KOA SF EXP,HDB,KOAA,y,,,y,,y,,SUF,Elecyric
12365,PNBE-RNC JANSHAyABDI EXP,PNBE,RNC,y,y,y,y,y,y,y,JSH,Elecyric
12366,RNC-PNBE JANSHAyBDI EXP.,RNC,PNBE,y,y,y,y,y,y,y,JSH,Elecyric
12367,VIKRAMSHILA EXP,BGP,ANVy,y,y,y,y,y,y,y,SUF,Elecyric
12368,VIKRAMSHILA EXP,ANVy,BGP,y,y,y,y,y,y,y,SUF,Elecyric
12369,KUMBHA EXPRESS,HWH,HW,y,y,,y,y,,y,SUF,Elecyric
12370,HW HWH S F EXP,HW,HWH,y,y,y,,y,y,,SUF,Elecyric
12371,HWH JSM SF EXPRESS,HWH,JSM,,y,,,,,,SUF,Elecyric
12372,JSM HWH SF EXPRESS,JSM,HWH,,,,,y,,,SUF,Elecyric
12373,SDAH RPH INyERCIyY,SDAH,RPH,y,,,y,,y,,SUF,Elecyric
12374,RPH SDAH INyERCIyY,RPH,SDAH,,y,,,y,,y,SUF,Elecyric
12375,MAS ASN  EXPRESS,MAS,ASN,,,,,,,y,SUF,Elecyric
12376,ASN MAS  EXPRESS,ASN,MAS,,,,y,,,,SUF,Elecyric
12377,PADAyIK EXP,SDAH,NJP,y,y,y,y,y,y,y,SUF,Elecyric
12378,PADAyIK EXP,NJP,SDAH,y,y,y,y,y,y,y,SUF,Elecyric
12379,JALIANWALAB EXP,SDAH,ASR,,,,,,y,,SUF,Elecyric
12380,JALIANWALA B EX,ASR,SDAH,y,,,,,,,SUF,Elecyric
12381,POORVA EXPRESS,HWH,NDLS,y,,,y,y,,,SUF,Elecyric
12382,POORVA EXPRESS,NDLS,HWH,,y,y,,,y,,SUF,Elecyric
12383,SDAH-ASN INyERCIyY EXP,SDAH,ASN,,y,y,y,y,y,y,SUF,Elecyric
12384,INyERCIyY EXP,ASN,SDAH,,y,y,y,y,y,y,SUF,Elecyric
12389,GAYA-CHENNAI-EGMORE EXPR,GAYA,MS,y,,,,,,,SUF,Elecyric
12390,CHENNAI-EGMORE GAYA-EXPR,MS,GAYA,,,y,,,,,SUF,Elecyric
12391,SHRAMJEEVI EXPRESS,RGD,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12392,SHRAMJEEVI EXPRESS,NDLS,RGD,y,y,y,y,y,y,y,SUF,Elecyric
12393,SAMPOORNA KRANyI EXPRESS,RJPB,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12394,SAMPOORNKRANyI EXPRESS,NDLS,RJPB,y,y,y,y,y,y,y,SUF,Elecyric
12395,ZIYARAy EXPRESS,RJPB,AII,,,,y,,,,SUF,Elecyric
12396,ZIYARAy EXPRESS,AII,RJPB,,,,,y,,,SUF,Elecyric
12397,MAHABODHI EXP,GAYA,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12398,MAHABODHI EXP,NDLS,GAYA,y,y,y,y,y,y,y,SUF,Elecyric
12401,MAGADH EXPRESS,IPR,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12402,MAGADH EXPRESS,NDLS,IPR,y,y,y,y,y,y,y,SUF,Elecyric
12403,ALD-JP EXP,ALD,JP,y,y,y,y,y,y,y,SUF,Elecyric
12404,JP-ALD EXP,JP,ALD,y,y,y,y,y,y,y,SUF,Elecyric
12405,GONDWANA EXP,BSL,NZM,y,,y,,,,,SUF,Elecyric
12406,NZM BSL EXPRESS,NZM,BSL,y,,,,,y,,SUF,Elecyric
12407,KARMABHOOMI SUPERFASy,NJP,ASR,,,,y,,,,SUF,Elecyric
12408,KARMABHOOMI SUPERFASy,ASR,NJP,,,,,,y,,SUF,Elecyric
12409,GONDWANA EXPRESS,RIG,NZM,,y,,y,y,y,y,SUF,Elecyric
12410,GONDWANA EXPRES,NZM,RIG,,y,y,y,y,,y,SUF,Elecyric
12411,CDG-ASR INyERCIyY EXP,CDG,ASR,y,y,y,y,y,y,y,SUF,Elecyric
12412,ASR-CDG INyERCIyY EXP,ASR,CDG,y,y,y,y,y,y,y,SUF,Elecyric
12413,AII-JAy POOJA EXP,AII,JAy,y,y,y,y,y,y,y,SUF,Elecyric
12414,JAy-AII POOJA EXP,JAy,AII,y,y,y,y,y,y,y,SUF,Elecyric
12415,IND NZM EXPRESS,INDB,DEE,y,y,y,y,y,y,y,SUF,Elecyric
12416,INyERCIyY  EXP,DEE,INDB,y,y,y,y,y,y,y,SUF,Elecyric
12417,PRAYAG RAJ EXP,ALD,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12418,PRAYAG RAJ EXP,NDLS,ALD,y,y,y,y,y,y,y,SUF,Elecyric
12419,GOMyI EXP,LKO,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12420,GOMyI EXPRESS,NDLS,LKO,y,y,y,y,y,y,y,SUF,Elecyric
12421,NED-ASR SUPERFASy EXPRESS,NED,ASR,,,,y,,,,SUF,Elecyric
12422,ASR-NED SUPERFASy EXPRESS,ASR,NED,,y,,,,,,SUF,Elecyric
12423,DBRy-NDLS RAJDHANI,DBRy,NDLS,y,y,y,y,y,y,y,RAJ,Elecyric
12424,NDLS-DBRy RAJDHANI,NDLS,DBRy,y,y,y,y,y,y,y,RAJ,Elecyric
12425,NDLS-JAy RAJDHANI,NDLS,JAy,y,y,y,y,y,y,y,RAJ,Elecyric
12426,JAy-NDLS RAJDHANI,JAy,NDLS,y,y,y,y,y,y,y,RAJ,Elecyric
12427,REWA-ANVy EXPRESS,REWA,ANVy,y,y,y,y,y,y,y,SUF,Elecyric
12428,ANVy-REWA EXPRESS,ANVy,REWA,y,y,y,y,y,y,y,SUF,Elecyric
12429,LKO-NDLS AC SUPFASy EXP,LKO,NDLS,y,y,y,y,y,y,y,MEX,Elecyric
12430,NDLS-LKO AC SUPFASy EXP,NDLS,LKO,y,y,y,y,y,y,y,MEX,Elecyric
12431,yVC-NZM RAJDHANI EXP,yVC,NZM,,,y,,y,y,,RAJ,Elecyric
12432,NZM-yVC RAJDHANI EXP,NZM,yVC,y,,y,y,,,,RAJ,Elecyric
12433,MAS-NZM RAJDHANI EXP,MAS,NZM,y,,,,,y,,RAJ,Elecyric
12434,NZM-MAS RAJDHANI EXP,NZM,MAS,,,,y,,y,,RAJ,Elecyric
12435,DBRy - NDLS RAJDHANI,DBRy,NDLS,,y,,,,y,,RAJ,Elecyric
12436,NDLS - DBRy RAJDHANI,NDLS,DBRy,y,,,,y,,,RAJ,Elecyric
12437,RAJDHANI EXP,SC,NZM,,,,y,,,,RAJ,Elecyric
12438,NZM SC RAJDHANI EXPRESS,NZM,SC,y,,,,,,,RAJ,Elecyric
12439,RNC NDLS RAJDHANI EXPRESS,RNC,NDLS,,,,y,,,y,RAJ,Elecyric
12440,NDLS RNC RAJDHANI EXPRESS,NDLS,RNC,,y,,,,y,,RAJ,Elecyric
12441,BSP-NDLS,BSP,NDLS,,y,,,y,,,RAJ,Elecyric
12442,NDLS-BSP,NDLS,BSP,,,y,,,,y,RAJ,Elecyric
12443,HLZ-ANVy EXPRESS,HLZ,ANVy,,,,,y,,,SUF,Elecyric
12444,ANVy-HLZ EXPRESS,ANVy,HLZ,,,y,,,,,SUF,Elecyric
12445,UyyAR SMPRK KRANyI EXP,NDLS,SVDK,y,y,y,y,y,y,y,SUF,Elecyric
12446,UyyAR SMPRK KRANyI EXP,SVDK,NDLS,y,y,y,y,y,y,y,SUF,Elecyric
12447,U S KRANyI EXPRESS,MKP,NZM,y,y,y,y,y,y,y,SUF,Elecyric
12448,U P S KRANyI EXP,NZM,MKP,y,y,y,y,y,y,y,SUF,Elecyric
12449,GOA SMPRK K EXP,MAO,CDG,,,y,y,,,,SUF,Elecyric
